Feature,Average_Importance
LeftTouch_OrientationVelocityX_50%,0.00015254760198067885
RightTouch_OrientationVelocityZ_mean,0.00015094915305841115
LeftTouch_OrientationAccelY_max,0.000148936010507574
Accel_LeftTouchPosY_mean,0.00014752580690839196
LeftTouch_OrientationVelocityZ_mean,0.0001469782568572618
Velocity_HeadPosY_mean,0.00014556537885570937
Accel_HeadPosX_min,0.00014508700080029545
RightTouch_OrientationVelocityY_50%,0.00014329641041609453
Accel_LeftTouchPosY_25%,0.00014251575320120135
Accel_RightTouchPosZ_50%,0.00014019238805124698
LeftTouch_OrientationAccelZ_mean,0.00014003550030778028
Velocity_HeadPosX_mean,0.00014000639020825492
LeftTouch_Velocity_mean,0.0001392908564978163
Velocity_LeftTouchPosZ_50%,0.0001348612843020646
RightTouch_OrientationAccelX_mean,0.00013485219306497184
Velocity_HeadPosZ_mean,0.00013196228523821392
LeftTouchOrientationY_std,0.00013097086398374384
LeftTouch_OrientationAccelY_50%,0.00012802958110675667
Velocity_RightTouchPosZ_mean,0.0001278554308942731
Accel_RightTouchPosX_50%,0.00012080913059648294
RightTouch_OrientationAccelY_mean,0.0001177980406788979
Accel_LeftTouchPosX_75%,0.00011699910232440791
Velocity_LeftTouchPosY_std,0.00011696451578373231
LeftTouch_OrientationAccelY_mean,0.00011591216416975274
Accel_HeadPosZ_50%,0.00011570019056635754
Head_OrientationAccelX_mean,0.00011105149527029073
Velocity_LeftTouchPosY_50%,0.00010936555126479922
Accel_LeftTouchPosZ_75%,0.00010864985102823329
Accel_LeftTouchPosX_50%,0.00010809555717069581
Accel_RightTouchPosY_50%,0.00010710691329467422
Head_Velocity_std,0.0001053451775584021
Head_OrientationVelocityX_mean,0.00010462337931844585
Head_OrientationAccelZ_max,0.00010418310199626003
Accel_LeftTouchPosY_std,0.00010369868534862392
Head_OrientationVelocityX_50%,9.850106474567169e-05
LeftTouch_OrientationAccelX_mean,9.823876913053753e-05
Velocity_HeadPosX_min,9.6327200941824e-05
Head_OrientationVelocityY_mean,9.208895177085411e-05
Accel_LeftTouchPosZ_50%,8.90618749812058e-05
RightTouch_OrientationVelocityZ_50%,8.259203430305391e-05
Accel_RightTouchPosX_mean,8.229074487343362e-05
LeftTouch_OrientationAccelX_std,8.095817497864146e-05
Head_OrientationAccelZ_50%,8.066340903851093e-05
Velocity_HeadPosZ_50%,8.04952158579817e-05
RightTouch_OrientationAccelX_50%,7.999152781013325e-05
Head_OrientationAccelZ_mean,7.334119724701012e-05
LeftTouch_OrientationVelocityZ_std,7.082008709822516e-05
Accel_LeftTouchPosZ_mean,6.305364304920723e-05
Velocity_HeadPosX_50%,5.893509423339677e-05
LeftTouch_OrientationAccelX_50%,5.323551294217943e-05
Accel_LeftTouchPosY_75%,5.025883066319239e-05
Accel_HeadPosX_mean,2.478074860022936e-05
